"Sample_ID","biological_replicate","extraction_ID","extraction_replicate","run","collection_year","collection_month","collection_day","location1","longitude","latitude","sample_type","time_of_day","Anoplarchus","Clupea pallasii","Cymatogaster aggregata","Hypomesus pretiosus","Lumpenus sagitta","Oligocottus","Podothecus accipenserinus","Syngnathus leptorhynchus","Ammodytes personatus","Gasterosteus aculeatus","Microgadus proximus","Oncorhynchus nerka","Pholis laeta","Hexagrammos","Oncorhynchus keta","Salvelinus","Synchirus gilli","Artedius lateralis","Enophrys bison","Gadus macrocephalus","Lepidopsetta","Leptocottus armatus","Liparis greeni","Oncorhynchus kisutch","Citharichthys stigmaeus","Myoxocephalus","Hexagrammos decagrammus","Oncorhynchus gorbuscha","Oncorhynchus tshawytscha","Clinocottus acuticeps","Platichthys stellatus","Sebastes","Brachyistius frenatus","Hemilepidotus hemilepidotus","Leptoclinus maculatus","Phytichthys chirus","Bathymaster","Aptocyclus ventricosus","Eleginus gracilis","Gadus chalcogrammus","Hippoglossoides elassodon","Limanda aspera","Mallotus villosus","Hippoglossus stenolepis","Xiphister","NA","Artedius fenestralis","Trichodon trichodon","Ronquilus jordani","Apodichthys flavidus","Anarrhichthys ocellatus","Bathymaster caeruleofasciatus","Enophrys diceraus","Sebastolobus","Hemilepidotus jordani","Ophiodon elongatus","Aulorhynchus flavidus","Nautichthys oculofasciatus","Blepsias bilobus","Microstomus pacificus","Agonidae_1","Artedius harringtoni","Clinocottus globiceps","Scorpaenichthys marmoratus","Pleuronichthys coenosus","Liparis cyclopus","Clinocottus embryum","Stichaeus punctatus","Thaleichthys pacificus","Pleuronectidae_1","Rhinogobiops nicholsii","Citharichthys sordidus","Sardinops sagax","Anoplopoma fimbria","Oncorhynchus mykiss","Liparis mucosus","Atheresthes","Liparis florae","Agonopsis vulsa","Gymnocanthus galeatus","Zaprora silenus","Liparis pulchellus","Stenobrachius leucopsarus","Blepsias cirrhosus","Bothragonus swanii","Thunnus","Pleuronectes quadrituberculatus","Liparis fucensis"
"e02049-A","e02049","e02049",1,"B",2021,7,15,"83",-162.111,55.1484,"sample","13:52",0,0.452746634801251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263487154254384,0,0,0.0119495308051875,0,0,0,0,0.0343373282254947,0,0,0,0,0,0,0,0,0.000246019751871507,0,0,0,0,0.199908621235019,0.0372895652479528,0,0,0,0,0,0,3.51456788387868e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02050-A","e02050","e02050",1,"B",2021,7,15,"83",-162.111,55.1484,"sample","13:52",0.000218233400621965,0.321403240765999,0,0.0107479949806318,0.0700529215996508,0,0,0,0.0103115281793879,0,0,0,0,0,0,0,0,0,0,0.143597577609253,0,0,0,0,0,0,0.0731081892083583,0.105624965901031,0,0.0234055322167058,0.0012548420535763,0,0,0,0,0,0,0,0,0,0,0.132358557477222,0.0129303289868514,0,0,0,0.0193682143051994,0,0,0,0,0,0,0,0.0446287304271919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309891428883191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02051-A","e02051","e02051",1,"B",2021,7,15,"84",-162.093,55.16,"sample","14:49",0,0.492368322281997,0,0,0,0,0,0,0,0,0,0,0,0.0212373326660828,0,0,0,0,0,0.26541974227449,0,0.0183598148379832,0,0.0135118228449894,0,0.00634930564243713,0,0.0889215563618166,0,0,0.0169523332916302,0,0,0,0,0,0.000344051044664081,0,0,0,0,0.075910171399975,0.000594269986237958,0,0,0,0,0,0,3.12773676967346e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02052-A","e02052","e02052",1,"B",2021,7,15,"84",-162.093,55.16,"sample","14:49",0,0.207863247863248,0,0,0,0,0,0,0.00974358974358974,0.00752136752136752,0,0,0.00615384615384615,0.0801709401709402,0,0.00717948717948718,0,0,0,0.514017094017094,0.00564102564102564,0.00188034188034188,0.000170940170940171,0.0126495726495727,0,0.0709401709401709,0.0045014245014245,0.0215954415954416,0,0,0.00461538461538462,0.0161823361823362,0,0,0,0,0.000170940170940171,0,0,0,0,0.0211965811965812,0.00347578347578348,0,0,0,0.00142450142450142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00290598290598291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02053-A","e02053","e02053",1,"B",2021,7,15,"84",-162.093,55.16,"sample","14:49",0,0.648345259391771,0,0,0,0,0,0,0,0.0131037567084079,0,0,0.0106887298747764,0.00992844364937388,0,0.0232558139534884,0,0,0,0.0342128801431127,0,0.0399373881932021,0.00599284436493739,0.0504919499105546,0,0.0882379248658318,0,0.0126118067978533,0,0.0180232558139535,0.03108228980322,0,0,4.47227191413238e-05,0,0,0,0,0,0,0,0.00035778175313059,0.00250447227191413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111806797853309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02054-A","e02054","e02054",1,"B",2021,7,16,"85",-161.286,55.585,"sample","7:30",0,0,0,0,0,0,0,0,0.0997600523522141,0,0,0,0.0214498654838944,0,0.245328292009016,0,0,0,0,0,0,0,0,0,0,0.19079473569403,0.11502944812041,0,0,0,0.0772195157420199,0.00109067112629972,0,0,0,0,0,0,0,0,0,0.19086744710245,0.0580237039191449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000436268450519887,0,0,0,0,0,0,0
"e02055-A","e02055","e02055",1,"B",2021,7,16,"85",-161.286,55.585,"sample","7:30",0,0,0,0,0,0,0,0,0,0,0,0.00232410733150222,0.119268962603,0.000158461863511515,0.15381364884851,0,0,0,0,0.216194802450877,0,0,0,0,0,0.0910099302767801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354848933023452,0,0.0623811536023664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02056-A","e02056","e02056",1,"B",2021,7,16,"85",-161.286,55.585,"sample","7:30",0,0,0,0,0,0,0,0,0.316942512193172,0,0,0,0,0.000239865675221876,0.149356360438155,0,0.000199888062684896,0.000319820900295834,0,0,0,0,0.000199888062684896,0,0,0.341608699128488,0,0,0,0,0,0,0,0.000199888062684896,0,0,0,0,0,0,0,0.141840569281203,0.0490925081954106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02057-A","e02057","e02057",1,"B",2021,7,17,"86",-160.607,55.3438,"sample","8:46",0,0.202503681885125,0,0,0,0,0,0,0.0902880052364588,0,0,0,0,0.111397479954181,0,0,0,0,0,0.264441171657667,0,4.09098347242677e-05,0,0.0312551137293405,0,0.0263868433971527,0,0.208190148911798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654966453935526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02058-A","e02058","e02058",1,"B",2021,7,17,"86",-160.607,55.3438,"sample","8:46",0,0.197179253867152,0,0,0,0,0,0,0,0.000409463148316651,0,0,0,0,0,0,0,0,4.54959053685168e-05,0.156232939035487,0,0,0,0,0,0.113648771610555,0,0.366060054595086,0.0615559599636033,0,0,0,0,0,0,0,0,0,0,0,0,0.0494995450409463,0,0.0551865332120109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181983621474067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02059-A","e02059","e02059",1,"B",2021,7,17,"86",-160.607,55.3438,"sample","8:46",0,0.024453717413739,0,0.00242293713824202,0,0,0,0,0.017857944092969,0.000224346031318706,0,0.00197424507560461,0.0339659891416521,0.0190245434558263,0.242473190649257,0,0,0,0,0.629739309911608,0,0,0,0,0,0.0081661955400009,0,0.0195629739309912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134607618791224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02060-A","e02060","e02060",1,"B",2021,7,17,"87",-160.615,55.3316,"sample","9:43",0,0.00558260015184672,0,0,0,0,0,0,0,0,0,0,0.00763699700772632,0.0120584163279889,0,0,0,0,0,0.786119422982448,0,0.000446608012147738,0.00736903220043768,0,0,0.0856594167299361,0,0.0847662007056407,0,0,0,0.00174177124737618,0,0,0,0,0,0,0,0,0,0.00861953463445134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02061-A","e02061","e02061",1,"B",2021,7,17,"87",-160.615,55.3316,"sample","9:43",0,0.156488549618321,0,0,0,0,0,0,0.00888272033310201,0,0,0,0.0309854267869535,0.14175341198242,0,0,0,0,0,0.207182512144344,0,6.93962526023595e-05,0,0.026058292852186,0,0.0290538977561878,0,0.399491094147583,0,3.46981263011797e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02062-A","e02062","e02062",1,"B",2021,7,17,"87",-160.615,55.3316,"sample","9:43",0,0.0152141155883926,0,0,0,0,0,0,0,0,0,0,0.0600787439848345,0.0797161327954115,0,0,0,0,0,0.193457444223011,0,0.000631896174597774,0,0,0,0.402129004034414,0.00831186506586302,0.192242259271861,0,0,0,0.00121518495114956,0,0,0.0311087347494289,0,0,0,0,0,0,0.0158946191610363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02063-A","e02063","e02063",1,"B",2021,7,17,"88",-160.628,55.3223,"sample","10:55",0,0.00020574015019031,0,0,0.0241744676473614,0,0,0,0.0396564139491822,0,0,0,0.100709803518157,0.0344100401193293,0,0.0260775640366217,0,0,0,0.224051023557247,0,0.000462915337928197,0,0,0,0,0,0.441775537496142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424853410142989,0,0.000462915337928197,0,0,0.047834584919247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176936529163666,0,0,0,0
"e02064-A","e02064","e02064",1,"B",2021,7,17,"88",-160.628,55.3223,"sample","10:55",0,0,0,0,0,0,0,0,0.0612681436210848,0,0,0,0,5.09294626941686e-05,0.000152788388082506,0,0,0.0163483575248281,0,0.479551820728291,0,0,0,0,0,0.197606315253374,0,0.245021645021645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02065-A","e02065","e02065",1,"B",2021,7,17,"88",-160.628,55.3223,"sample","10:55",0,0.058938566322746,0,0,0,0,0,0,0.0981859869175265,0,0,0,0,6.74354305752242e-05,0,0,0,0,0,0.24499291927979,0,0,0,0,0,0.0205678063254434,0,0.550340548924405,0,0,0,0.000606918875177018,0,0,0,0,0,0,0,0,0,0.00101153145862836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252882864657091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02066-A","e02066","e02066",1,"B",2021,7,18,"92",-159.365,55.7724,"sample","11:11",0,0.00651704988755794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043622929000872,0.449905915829088,0.0472256643260361,0,0,0.00787094405433935,0,0.00867410161090459,0.00229473587590068,0.00289136720363486,0,0,0,0.32417733718849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10188627288999,0,0,0,0,0,0,0,0,0.00493368213318647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02067-A","e02067","e02067",1,"B",2021,7,18,"92",-159.365,55.7724,"sample","11:11",0,0.000260756192959583,0,0,0,0,0,0,0.127025516856025,0,0,0,0.0454460793443844,0.0631402495809276,0,0,0,0,0,0.600037250884708,0,0,0,0,0,0,0,0.0643695287763084,0,0,0,0,0,0,0,0,7.45017694170236e-05,0,0,0,0,0.0996461165952691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02068-A","e02068","e02068",1,"B",2021,7,18,"92",-159.365,55.7724,"sample","11:11",0,0,0,0,0,0,0,0,0.00400672885762349,0,0,0,0,0.00779935769995412,0,0,0,0,0.0260590304327879,0.201804557271754,0.072212876586634,0,0,0.0081052148646582,0,0.00152928582352042,0,0.00801345771524698,0,0,0,0.547514910536779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122954580211041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02069-A","e02069","e02069",1,"B",2021,7,18,"93",-159.368,55.7722,"sample","11:50",0,0.174857228734596,0,0,0,0,0,0,0,0,0,0,0,0.000225428313796213,0,0,0,0,0,0.371881574992486,0,0,0,0,0,0,0,0,0,0,0.234595731890592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21844003606853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e02070-A","e02070","e02070",1,"B",2021,7,18,"93",-159.368,55.7722,"sample","11:50",0,0,0,0,0,0,0,0,0.0239841806468074,0,0,0,0,0.00019136314345857,0,0,0,0,0,0.764750908974931,0.0940868788671302,0.00057408943037571,0,0,0,0,0,0.00114817886075142,0,0,0,0.115264400076545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e00563-B","e00563","e00563",1,"B",2021,7,10,"62",-159.527,55.1472,"sample","13:23",0.0620068039140041,0.0130817521832147,0,0,0,0.106302388384246,0,0,0.0184126538771788,0.121558587311051,0,0,0.0156069161435135,0.0661803387928313,0.0165889243502964,0,0,0,0,0,0,0,0.114298740925192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808052467295619,0,0,0.318942236874408,0,0,0,0,0.0605688633255006,0,0,0.00564654718900151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e00564-B","e00564","e00564",1,"B",2021,7,10,"63",-159.517,55.1705,"sample","16:26",0,0,0,0,0,0.000666315974048746,0,0,0.273364895668946,0,0,0,0,0.133333333333333,0,0,0,0.000175346308960196,0,0.219358232509206,0,0,0,0,0,0.0227248816412415,0,0.229037348763809,0,0,0,0,0,0,0,0,0,0,0,0.0342275995090303,0,0,0.0189724706294933,0,0.0681395756619323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e00565-B","e00565","e00565",1,"B",2021,7,10,"63",-159.517,55.1705,"sample","16:26",0,0,0,0,0,0,0.000153338955761711,0,0.530667791152342,0,0,0,0,0,0,0,0,0,0,0.452426588974929,0,0.000306677911523423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164456030054435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e00566-B","e00566","e00566",1,"B",2021,7,10,"63",-159.517,55.1705,"sample","16:26",0,0,0,0,0,0,0,0,0.66446236072108,0,0,0,0,0.0560286257813208,0,0,0,0,0,0.17655584744995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675785850167588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353745810308905,0,0,0,0,0
"e00567-B","e00567","e00567",1,"B",2021,7,10,NA,NA,NA,"sample","16:53",0,0,0,0,0,0,0,0,0.531666225632883,0,0,0,0,0,0.0345329452236041,0.0359442533298051,0,0,0,0.329981476581106,0,0,0,0,0,0,0,4.41033783187792e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352827026550234,0,0,0.0325482931992591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e00568-B","e00568","e00568",1,"B",2021,7,10,NA,NA,NA,"sample","16:53",0,0.0286619997358341,0,0.000220138246819002,0,0,0,0,0.39840619909303,0,0,0,0,0.0473737507154493,0,0,0,0,0,0.513494474530005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118434376788623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e00569-B","e00569","e00569",1,"B",2021,7,10,NA,NA,NA,"sample","16:53",0,0.0352266919763452,0,0,0,0,0,0,0.268452945900562,0,0,0,0,0,0,0,0,0,0,0.589691173249617,0,0.000584069504271008,0.00018252172008469,0,0,0,0.0505220121194422,0,0,0,0,0,0,0,0,0,0.000255530408118566,0,0,0,0,0,0,0,0,0,0,0.0550850551215595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e00570-B","e00570","e00570",1,"B",2021,7,11,"64",-159.405,55.0332,"sample","8:38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e00571-B","e00571","e00571",1,"B",2021,7,11,"64",-159.405,55.0332,"sample","8:38",0.0303691717156512,0.00835434463553231,0,0,0,0,0,0,0.44454897828623,0,0,0,0.0333797463590863,0.206788845820946,0,0,0.0286004591126331,0,0,0.148609490836563,0,0,0,0,0,0,0.0541903435818312,0,0,0,0.000413954013472322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155044594136906,0,0,0,0,0,0,0,0,0,0,0,0.0147518157528318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144883904715313,0,0
"e00572-B","e00572","e00572",1,"B",2021,7,11,"64",-159.405,55.0332,"sample","8:38",0,0,0,0,0,0,0,0,0.398392829547211,0,0,0,0,0.197599546695513,0,0,0.0700561479421007,0,0,0,0,0,0.12285581826611,0,0,0,0,0,0.0211198681296039,0.0329675990315768,0,0,0,0,0,0,0,0,0,0.0190078813166435,0,0.000206047493947355,0,0.000103023746973677,0.0334827177664452,0,0,0.0171019419976305,0,0,0,0,0,0,0,0,0.06387472312368,0,0,0,0,0,0,0,0,0,0,0,0,0.0232318549425643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e00573-B","e00573","e00573",1,"B",2021,7,11,NA,NA,NA,"sample","10:17",0.000377198359187138,0,0,0,0,0,0,0,0,0,0,0,0.0411617709462964,0.42345230798246,0,0,0,0.00829836390211703,0,0.0737894290159838,0,0,0.0472912442830874,0,0,0,0,0,0,0.0338535527370456,0,0,0,0.0329105568390778,0,0.0161252298552501,0,0,0,0,0,0,0,0,0.251449856193126,0,0,0.0140034890848225,0,0.00777971615823471,0,0,0,0.00693101985006365,0,0,0,0,0.0119288981092932,0,0,0,0,0,0,0,0.0211702579093781,0,0,0,0,0,0,0,0,0,0,0.00947710877457683,0,0,0,0,0,0,0,0,0,0
"e00574-B","e00574","e00574",1,"B",2021,7,11,NA,NA,NA,"sample","10:17",0,0,0,0,0,0.0102749047359826,0,0,0.145005443658138,0,0,0,0,0.280620577027763,0,0,0,0.00843767011431682,0,0.0388541099618944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705634186173108,0,0,0.000204137180185084,0,0,0,0,0,0,0,0.367038649972782,0,0,0.0127245508982036,0,0.0570223189983669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00925421883505716,0,0,0,0,0,0,0,0,0,0
"e00575-B","e00575","e00575",1,"B",2021,7,11,NA,NA,NA,"sample","10:17",0.00838512380388675,0.0120844431291309,0,0,0,0,0,0,0,0,0,0,0.0029101312025254,0.509420933214955,0,0,0,0.0067080990431094,0,0.013317549570879,0,9.86485153398441e-05,0,0,0,0,0.0123803886751504,0,0,0.0113445792640821,0,0.00221959159514649,0,0.0631843740751702,0,0,0,0,0,0.058251948308178,0,0,0,0,0.255992897306896,0,0,0,0,0.0181513268225313,0,9.86485153398441e-05,0,0,0,0,0,0,0,0,0,0.0117884975831114,0,0,0,0,0.00621485646641018,0,0,0,0,0,0,0,0,0,0,0.00744796290815823,0,0,0,0,0,0,0,0,0,0
"e00576-B","e00576","e00576",1,"B",2021,7,11,"65",-159.602,55.0846,"sample","13:25",0.301582862576207,0,0,0,0,0,0,0,0,0,0,0,0.13384417473013,0.0172828457967448,0,0,0,0,0.0206387381844622,0.197494267017171,0,0,0.13764751943621,0,0,0.0420045863862632,0.0187370658314223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130544213882208,0,0,0,0,0,0,0,0,0,0,0.000223726159181162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e00577-B","e00577","e00577",1,"B",2021,7,11,"65",-159.602,55.0846,"sample","13:25",0.33048018488402,0.154112813489686,0,0,0,0,0,0,0,0,0,0,0.0222973551313875,0.0974064880595737,0,0.0148078404519387,0,0,0.0178464435504579,0.0776769665325687,0.0178892407771976,0,0.102199777454421,0,0,0,0.0138663014636652,0.000128391680219122,0,0,0,0,0,0,0,0,0,0,0,0.0854232645724557,0,0,0,0,0.0330822562697937,0,0,0,0,0,0,0,0,0.0327398784558761,0,0,4.27972267397073e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e00578-B","e00578","e00578",1,"B",2021,7,11,"65",-159.602,55.0846,"sample","13:25",0.218659734257655,0,0,0,0,0,0,0,0,0,0,0,0.0263679128497153,0.0157629776347281,0,0,0,0.000495172072295123,0.00066022942972683,0.519806882891805,0,0,0.0939589007179995,0,0,4.12643393579269e-05,0.0123380374680201,4.12643393579269e-05,0,0,0,0,0,0,0,0,0,0,0,0.0310720475365189,0,0,0,0,0.0807955764628208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e00579-B","e00579","e00579",1,"B",2021,7,11,NA,NA,NA,"sample","13:49",0.303297815513509,0,0,0,0,0,0,0,0,0,0,0,0,0.0493126036717366,0,0,0,0,0.0585903455255981,0.324439821192612,0.0541482751834463,5.62287385082516e-05,0.000309258061795384,0,0,0,0,0.0125952374258484,0,0.0323877533807529,0,0,0,0,0.000253029323287132,0.0466979673311029,0,0,0,0.000506058646574264,0,0,0,0,0.117377491635975,0,0,0,0,0,0,0,0,2.81143692541258e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e00580-B","e00580","e00580",1,"B",2021,7,11,NA,NA,NA,"sample","13:49",0.0854045683313976,0.232520325203252,0,0,0,0.0356949283778552,0,0,0,0,0,0,0.151296941540844,0.0868757259001161,0,0,0,0.000309717382888115,0,0,0,0,0,0,0,0.144405729771583,0.0376306620209059,0,0,0,7.74293457220286e-05,0,0,0,0,0,0,7.74293457220286e-05,0,0,0,0,7.74293457220286e-05,0,0.225629113433991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e00581-B","e00581","e00581",1,"B",2021,7,11,NA,NA,NA,"sample","13:49",0.349645281867419,0.0837973911053475,0,0,0,0,0,0,0,0.000114425204058281,0,0,0,0.122396826607674,0,0,0,0,0,0.380311236555039,0,0,0,0,0,0,0.0271950568311847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365397818292776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e00582-B","e00582","e00582",1,"B",2021,7,11,"66",-159.623,55.0829,"sample","14:03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999912846435419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71535645807913e-05,0,0,0,0,0,0,0,0,0,0
"e00583-B","e00583","e00583",1,"B",2021,7,11,"66",-159.623,55.0829,"sample","14:03",0,0,0,0,0,0,0,0,0,0,0,0,0,0.23117076808352,0,0,0,0,0,0.578523489932886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223713646532438,0,0,0,0,0.190082028337062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e00584-B","e00584","e00584",1,"B",2021,7,11,"66",-159.623,55.0829,"sample","14:03",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173913043478261,0,0,0,0,0,0.347130434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
